participantId,trialId,visualization,trialOrder,responseId,answers,correct_answers,error,cm_error,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 56,bubble ,56,q-numerical,10,15,5,2.357552005,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 57,bar ,57,q-numerical,40,45,5,2.357552005,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 58,bar ,58,q-numerical,50,55,5,2.357552005,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 59,bar ,59,q-numerical,70,75,5,2.357552005,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 60,bubble ,60,q-numerical,80,75,5,2.357552005,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 1,bubble ,1,q-numerical,98,85,13,3.714245518,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 2,bar ,2,q-numerical,8,10,2,1.087462841,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 3,bar ,3,q-numerical,48,50,2,1.087462841,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 4,bubble ,4,q-numerical,70,60,10,3.339850003,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 5,pie ,5,q-numerical,8,10,2,1.087462841,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 6,bubble ,6,q-numerical,90,90,0,0,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 7,pie ,7,q-numerical,12,15,3,1.64385619,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 8,bubble ,8,q-numerical,15,10,5,2.357552005,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 9,bar ,9,q-numerical,78,70,8,3.022367813,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 10,pie ,10,q-numerical,33,45,12,3.599912842,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 11,bar ,11,q-numerical,40,40,0,0,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 12,pie ,12,q-numerical,67,65,2,1.087462841,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 13,bubble ,13,q-numerical,50,40,10,3.339850003,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 14,bubble ,14,q-numerical,30,30,0,0,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 15,bar ,15,q-numerical,82,80,2,1.087462841,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 16,bar ,16,q-numerical,80,80,0,0,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 17,pie ,17,q-numerical,85,80,5,2.357552005,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 18,bubble ,18,q-numerical,60,45,15,3.918863237,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 19,pie ,19,q-numerical,35,30,5,2.357552005,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 20,bar ,20,q-numerical,25,25,0,0,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 21,pie ,21,q-numerical,30,35,5,2.357552005,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 22,pie ,22,q-numerical,80,70,10,3.339850003,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 23,bar ,23,q-numerical,90,90,0,0,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 24,bubble ,24,q-numerical,20,25,5,2.357552005,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 25,pie ,25,q-numerical,25,25,0,0,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 26,bubble ,26,q-numerical,67,65,2,1.087462841,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 27,bar ,27,q-numerical,35,35,0,0,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 28,bubble ,28,q-numerical,60,50,10,3.339850003,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 29,bar ,29,q-numerical,62,60,2,1.087462841,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 30,bar ,30,q-numerical,15,15,0,0,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 31,bubble ,31,q-numerical,60,55,5,2.357552005,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 32,pie ,32,q-numerical,33,35,2,1.087462841,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 33,bubble ,33,q-numerical,30,30,0,0,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 34,pie ,34,q-numerical,95,75,20,4.330916878,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 35,bar ,35,q-numerical,55,55,0,0,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 36,bubble ,36,q-numerical,20,20,0,0,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 37,pie ,37,q-numerical,25,25,0,0,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 38,bar,38,q-numerical,40,40,0,0,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 39,pie ,39,q-numerical,50,50,0,0,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 40,pie ,40,q-numerical,55,55,0,0,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 41,pie ,41,q-numerical,30,40,10,3.339850003,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 42,pie ,42,q-numerical,60,65,5,2.357552005,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 43,bubble ,43,q-numerical,80,70,10,3.339850003,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 44,pie ,44,q-numerical,67,60,7,2.832890014,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 45,bar,45,q-numerical,82,85,3,1.64385619,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 46,bubble ,46,q-numerical,10,15,5,2.357552005,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 47,bubble ,47,q-numerical,90,80,10,3.339850003,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 48,bubble ,48,q-numerical,30,35,5,2.357552005,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 49,bubble ,49,q-numerical,50,50,0,0,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 50,pie ,50,q-numerical,97,85,12,3.599912842,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 51,pie ,51,q-numerical,12,20,8,3.022367813,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 52,bar ,52,q-numerical,70,65,5,2.357552005,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 53,bar ,53,q-numerical,20,20,0,0,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 54,pie ,54,q-numerical,98,90,8,3.022367813,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 55,bar,55,q-numerical,30,30,0,0,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 56,bubble ,56,q-numerical,15,15,0,0,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 57,bar ,57,q-numerical,40,45,5,2.357552005,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 58,bar ,58,q-numerical,53,55,2,1.087462841,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 59,bar ,59,q-numerical,80,75,5,2.357552005,,,,
43a8ab79-8686-4648-88d7-bf9438e6064f,Trial 60,bubble ,60,q-numerical,80,75,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 1,bubble ,1,q-numerical,90,85,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 2,bar ,2,q-numerical,10,10,0,0,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 3,bar ,3,q-numerical,45,50,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 4,bubble ,4,q-numerical,80,60,20,4.330916878,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 5,pie ,5,q-numerical,10,10,0,0,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 6,bubble ,6,q-numerical,90,90,0,0,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 7,pie ,7,q-numerical,15,15,0,0,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 8,bubble ,8,q-numerical,10,10,0,0,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 9,bar ,9,q-numerical,80,70,10,3.339850003,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 10,pie ,10,q-numerical,40,45,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 11,bar ,11,q-numerical,45,40,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 12,pie ,12,q-numerical,85,65,20,4.330916878,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 13,bubble ,13,q-numerical,40,40,0,0,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 14,bubble ,14,q-numerical,25,30,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 15,bar ,15,q-numerical,85,80,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 16,bar ,16,q-numerical,85,80,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 17,pie ,17,q-numerical,85,80,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 18,bubble ,18,q-numerical,30,45,15,3.918863237,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 19,pie ,19,q-numerical,10,30,20,4.330916878,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 20,bar ,20,q-numerical,20,25,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 21,pie ,21,q-numerical,30,35,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 22,pie ,22,q-numerical,60,70,10,3.339850003,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 23,bar ,23,q-numerical,90,90,0,0,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 24,bubble ,24,q-numerical,20,25,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 25,pie ,25,q-numerical,20,25,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 26,bubble ,26,q-numerical,70,65,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 27,bar ,27,q-numerical,35,35,0,0,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 28,bubble ,28,q-numerical,55,50,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 29,bar ,29,q-numerical,55,60,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 30,bar ,30,q-numerical,15,15,0,0,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 31,bubble ,31,q-numerical,40,55,15,3.918863237,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 32,pie ,32,q-numerical,25,35,10,3.339850003,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 33,bubble ,33,q-numerical,25,30,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 34,pie ,34,q-numerical,75,75,0,0,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 35,bar ,35,q-numerical,55,55,0,0,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 36,bubble ,36,q-numerical,20,20,0,0,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 37,pie ,37,q-numerical,15,25,10,3.339850003,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 38,bar,38,q-numerical,30,40,10,3.339850003,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 39,pie ,39,q-numerical,45,50,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 40,pie ,40,q-numerical,60,55,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 41,pie ,41,q-numerical,40,40,0,0,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 42,pie ,42,q-numerical,70,65,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 43,bubble ,43,q-numerical,85,70,15,3.918863237,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 44,pie ,44,q-numerical,80,60,20,4.330916878,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 45,bar,45,q-numerical,90,85,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 46,bubble ,46,q-numerical,15,15,0,0,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 47,bubble ,47,q-numerical,80,80,0,0,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 48,bubble ,48,q-numerical,35,35,0,0,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 49,bubble ,49,q-numerical,55,50,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 50,pie ,50,q-numerical,95,85,10,3.339850003,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 51,pie ,51,q-numerical,20,20,0,0,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 52,bar ,52,q-numerical,65,65,0,0,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 53,bar ,53,q-numerical,20,20,0,0,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 54,pie ,54,q-numerical,85,90,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 55,bar,55,q-numerical,35,30,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 56,bubble ,56,q-numerical,20,15,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 57,bar ,57,q-numerical,45,45,0,0,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 58,bar ,58,q-numerical,55,55,0,0,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 59,bar ,59,q-numerical,80,75,5,2.357552005,,,,
747eb799-e3d5-4b93-ad53-ad28d60f993f,Trial 60,bubble ,60,q-numerical,90,75,15,3.918863237,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 1,bubble ,1,q-numerical,90,85,5,2.357552005,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 2,bar ,2,q-numerical,12.5,10,2.5,1.392317423,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 3,bar ,3,q-numerical,50,50,0,0,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 4,bubble ,4,q-numerical,85,60,25,4.651051691,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 5,pie ,5,q-numerical,15,10,5,2.357552005,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 6,bubble ,6,q-numerical,95,90,5,2.357552005,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 7,pie ,7,q-numerical,12.5,15,2.5,1.392317423,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 8,bubble ,8,q-numerical,33,10,23,4.531381461,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 9,bar ,9,q-numerical,75,70,5,2.357552005,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 10,pie ,10,q-numerical,59,45,14,3.820178962,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 11,bar ,11,q-numerical,33,40,7,2.832890014,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 12,pie ,12,q-numerical,75,65,10,3.339850003,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 13,bubble ,13,q-numerical,66,40,26,4.707359132,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 14,bubble ,14,q-numerical,50,30,20,4.330916878,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 15,bar ,15,q-numerical,80,80,0,0,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 16,bar ,16,q-numerical,80,80,0,0,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 17,pie ,17,q-numerical,90,80,10,3.339850003,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 18,bubble ,18,q-numerical,75,45,30,4.912889336,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 19,pie ,19,q-numerical,20,30,10,3.339850003,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 20,bar ,20,q-numerical,20,25,5,2.357552005,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 21,pie ,21,q-numerical,33,35,2,1.087462841,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 22,pie ,22,q-numerical,80,70,10,3.339850003,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 23,bar ,23,q-numerical,93,90,3,1.64385619,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 24,bubble ,24,q-numerical,33,25,8,3.022367813,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 25,pie ,25,q-numerical,20,25,5,2.357552005,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 26,bubble ,26,q-numerical,80,65,15,3.918863237,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 27,bar ,27,q-numerical,33,35,2,1.087462841,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 28,bubble ,28,q-numerical,50,50,0,0,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 29,bar ,29,q-numerical,60,60,0,0,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 30,bar ,30,q-numerical,12.5,15,2.5,1.392317423,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 31,bubble ,31,q-numerical,66,55,11,3.475733431,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 32,pie ,32,q-numerical,33,35,2,1.087462841,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 33,bubble ,33,q-numerical,33,30,3,1.64385619,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 34,pie ,34,q-numerical,80,75,5,2.357552005,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 35,bar ,35,q-numerical,60,55,5,2.357552005,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 36,bubble ,36,q-numerical,33,20,13,3.714245518,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 37,pie ,37,q-numerical,20,25,5,2.357552005,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 38,bar,38,q-numerical,40,40,0,0,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 39,pie ,39,q-numerical,50,50,0,0,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 40,pie ,40,q-numerical,50,55,5,2.357552005,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 41,pie ,41,q-numerical,50,40,10,3.339850003,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 42,pie ,42,q-numerical,66,65,1,0.169925001,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 43,bubble ,43,q-numerical,80,70,10,3.339850003,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 44,pie ,44,q-numerical,50,60,10,3.339850003,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 45,bar,45,q-numerical,90,85,5,2.357552005,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 46,bubble ,46,q-numerical,25,15,10,3.339850003,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 47,bubble ,47,q-numerical,80,80,0,0,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 48,bubble ,48,q-numerical,33,35,2,1.087462841,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 49,bubble ,49,q-numerical,50,50,0,0,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 50,pie ,50,q-numerical,100,85,15,3.918863237,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 51,pie ,51,q-numerical,20,20,0,0,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 52,bar ,52,q-numerical,60,65,5,2.357552005,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 53,bar ,53,q-numerical,20,20,0,0,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 54,pie ,54,q-numerical,90,90,0,0,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 55,bar,55,q-numerical,33,30,3,1.64385619,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 56,bubble ,56,q-numerical,25,15,10,3.339850003,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 57,bar ,57,q-numerical,50,45,5,2.357552005,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 58,bar ,58,q-numerical,60,55,5,2.357552005,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 59,bar ,59,q-numerical,75,75,0,0,,,,
7eb39e2a-765a-4b6a-8d45-102fea82afdf,Trial 60,bubble ,60,q-numerical,80,75,5,2.357552005,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 1,bubble ,1,q-numerical,85,85,0,0,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 2,bar ,2,q-numerical,5,10,5,2.357552005,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 3,bar ,3,q-numerical,45,50,5,2.357552005,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 4,bubble ,4,q-numerical,70,60,10,3.339850003,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 5,pie ,5,q-numerical,15,10,5,2.357552005,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 6,bubble ,6,q-numerical,95,90,5,2.357552005,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 7,pie ,7,q-numerical,30,15,15,3.918863237,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 8,bubble ,8,q-numerical,15,10,5,2.357552005,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 9,bar ,9,q-numerical,75,70,5,2.357552005,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 10,pie ,10,q-numerical,50,45,5,2.357552005,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 11,bar ,11,q-numerical,25,40,15,3.918863237,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 12,pie ,12,q-numerical,80,65,15,3.918863237,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 13,bubble ,13,q-numerical,25,40,15,3.918863237,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 14,bubble ,14,q-numerical,35,30,5,2.357552005,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 15,bar ,15,q-numerical,80,80,0,0,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 16,bar ,16,q-numerical,80,80,0,0,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 17,pie ,17,q-numerical,95,80,15,3.918863237,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 18,bubble ,18,q-numerical,60,45,15,3.918863237,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 19,pie ,19,q-numerical,45,30,15,3.918863237,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 20,bar ,20,q-numerical,20,25,5,2.357552005,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 21,pie ,21,q-numerical,50,35,15,3.918863237,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 22,pie ,22,q-numerical,80,70,10,3.339850003,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 23,bar ,23,q-numerical,90,90,0,0,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 24,bubble ,24,q-numerical,25,25,0,0,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 25,pie ,25,q-numerical,33,25,8,3.022367813,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 26,bubble ,26,q-numerical,75,65,10,3.339850003,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 27,bar ,27,q-numerical,45,35,10,3.339850003,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 28,bubble ,28,q-numerical,50,50,0,0,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 29,bar ,29,q-numerical,55,60,5,2.357552005,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 30,bar ,30,q-numerical,15,15,0,0,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 31,bubble ,31,q-numerical,75,55,20,4.330916878,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 32,pie ,32,q-numerical,50,35,15,3.918863237,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 33,bubble ,33,q-numerical,45,30,15,3.918863237,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 34,pie ,34,q-numerical,95,75,20,4.330916878,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 35,bar ,35,q-numerical,50,55,5,2.357552005,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 36,bubble ,36,q-numerical,20,20,0,0,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 37,pie ,37,q-numerical,33,25,8,3.022367813,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 38,bar,38,q-numerical,35,40,5,2.357552005,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 39,pie ,39,q-numerical,50,50,0,0,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 40,pie ,40,q-numerical,60,55,5,2.357552005,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 41,pie ,41,q-numerical,55,40,15,3.918863237,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 42,pie ,42,q-numerical,75,65,10,3.339850003,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 43,bubble ,43,q-numerical,60,70,10,3.339850003,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 44,pie ,44,q-numerical,80,60,20,4.330916878,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 45,bar,45,q-numerical,80,85,5,2.357552005,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 46,bubble ,46,q-numerical,15,15,0,0,,,,
842e15ce-e19e-426b-bca9-e042c8122b7e,Trial 47,bubble ,47,q-numerical,80,80,0,0,,,,
